,content,score,clean_content,sentiment
58,"Kepada developer tiktok tolong atasi bug nya. Pas buka aplikasi TIKTOK mentok logo-nya doang terus keadaan HP Jadi super LAG karena penggunaan memori/RAM jadi 90% padahal RAM 6GB, terus ke HP jadi panas, HP ram 6GB berasa RAM 2GB, harus di restart terlebih dahulu baru NORMAL kembali. INFINIX NOTE 8",1,developer tiktok tolong atasi bug nya pa buka aplikasi tiktok mentok logonya doang hp super lag penggunaan memoriram ram gb hp panas hp ram gb berasa ram gb restart normal infinix note,0
59,"Tolong ya tiktok di perbaiki lagi bug nya bikin kesel, setiap masuk tiktok tiba tiba keluar lagi dan terjadi berulang kali sampe akhirnya baru bisa masuk, dan setiap saat ingin buka tiktok sepertj itu, tolong keluhannya di dengar kan, kebanyakan pun keluhan seperti ini",2,tolong ya tiktok perbaiki bug nya bikin kesel masuk tiktok berulang kali sampe masuk buka tiktok sepertj tolong keluhannya dengar kebanyakan keluhan,0
60,"kenapa tiktok sekarang sering keluar sendiri? pas udah bisa masuk malah gak mau ngeplay videonya, cuma bisa buat nonton live aja, yang lainnya gak bisa ngeplay, mau ganti kata sandi nomor verifikasinya gak dikirim kirim, udah beberapa kali dicoba.",1,tiktok pa masuk ngeplay videonya nonton live ngeplay ganti sandi nomor verifikasinya dikirim kirim kali dicoba,0
61,tiktok tolong diperbaiki dong saya kalau mau buka tiktok itu sering layar langsung nge stuck kalau gini terus apk ini akan membuat orang kesal dan tidak meningkatkan ulasan mu. tolong diperbaiki semua bug nya saya heran makin update kok makin gjls.bugnya banyak dah itu aja.,2,tiktok tolong diperbaiki buka tiktok layar langsung nge stuck gini aplikasi orang kesal meningkatkan ulasan mu tolong diperbaiki bug nya heran update gjlsbugnya dah,0
62,"maaf saya kasih bintang segitu, soalnya pas saya masuk ke tiktok tiba² keluar sendiri dari apk tiktok nya dan banyak sekali ngefreze/bug padahal jaringan saya bagus² aja nggak lemot, jadi tolong di perbaiki lagi ya",2,maaf kasih bintang segitu pa masuk tiktok aplikasi tiktok nya ngefrezebug jaringan bagus lemot tolong perbaiki ya,0
63,"Sudah 1 tahun tik tok saya tidak bisa kirim pesan. Setiap kirim pesan selalu tidak terkirim dan muncul tulisan ""Karena melanggar peraturan komunitas dst"". Disuruh mengajukan banding katanya sudah saya ikuti tapi tetap tidak bisa. Bahkan parahnya sekarang dikit2 iklan. Sangat menyebalkan orang lagi asik nonton tiba2 harus kejeda gara2 iklan.",1,tik tok kirim pesan kirim pesan terkirim muncul tulisan melanggar peraturan komunitas dst disuruh mengajukan banding ikuti parahnya dikit iklan menyebalkan orang asik nonton kejeda gara iklan,0
64,"Saya sudah 3 tahun menggunakan aps Tik Tok dan sangat bagus, tapi ntah kenapa belakangan ini aps-nya tiba-tiba kayak gitu. Saat membuka aps-nya lama sekali hbs itu langsung Mati Daya Nyala Ulang, Kalau dikembalikan layarnya nggak muncul² dan terus mati daya lagi. Tolong diperbaiki lagi dong Aps-nya. Bagi saya ini memang sudah terbaik tapi kendalanya cuma itu saja🥺",1,aps tik tok bagus ntah apsnya tibatiba kayak membuka apsnya hb langsung mati daya nyala ulang dikembalikan layarnya muncul mati daya tolong diperbaiki apsnya terbaik kendalanya,0
65,"setelah diperbarui, fitur AI nya jadi lemot dan gak bisa ambil foto dr gallery. dan di AI hasilnya ga sesuai dengan wajah aslinya. jadi kurang menarik tolong diperbaiki lagi kalau bisa ada fitur AI yang bisa gerak",4,diperbarui fitur ai nya lemot ambil foto gallery ai hasilnya sesuai wajah aslinya menarik tolong diperbaiki fitur ai gerak,2
66,"tolong diperbaiki lagi apk nya, karna skrg makin banyak ngbug nya, repost video aja gabisa, padahal wifi lancar. dn klo mau buka tiktok gabisa, paling cuma stuck di logo, trus kluar. Klo mau kaya semula harus uninstall trus download lagi, tapi ga sampe 5 hari tiktok nya gbisa dbuka lagi, tolong diperbaiki.",2,tolong diperbaiki aplikasi nya karna ngbug nya mengunggah ulang video gabisa wifi lancar dn buka tiktok gabisa stuck logo trus kluar klo kaya uninstall trus download sampe tiktok nya gbisa dbuka tolong diperbaiki,0
67,"Tolong bug thumbnail animasinya dibenerin, masak sebelum update video yang aku upload thumbnailnya bisa gerak pas di update malah gak gerak padahal sudah diaktifkan fitur thumbnail animasinya, tolong segera diperbaiki!.",1,tolong bug thumbnail animasinya dibenerin masak update video upload thumbnailnya gerak pa update gerak diaktifkan fitur thumbnail animasinya tolong diperbaiki,0
68,"sebenernya sih aplikasi ini sangat menyenangkan namun ada bug seperti akun saya tiba tiba diblokir tapi saya padahal tidak melakukan apapun dan tiba tiba saja diblokir dan ada bug yang menurut saya bikin kecewa yaitu notif blokir nya yang tidak mau menghilang, saya sudah mencoba hapus aplikasi ini dan download lagi tidak bisa dan saya sudah mencoba hapus semua data aplikasi ini namun notif tersebut tidak menghilang hilang. saya minta tolong untuk atasi bug itu secepat nya terima kasih.",2,sebenernya sih aplikasi menyenangkan bug akun diblokir apapun diblokir bug bikin kecewa notifikasi blokir nya menghilang mencoba hapus aplikasi download mencoba hapus data aplikasi notifikasi menghilang hilang tolong atasi bug secepat nya terima kasih,0
69,"aplikasinya bagus tapi kenapa setiap data tiktok udh nyampai 3gb mulai ngelag ya? pas mau buka aplikasinya pasti stuck di logo tiktoknya terus, hp jadi ngelag layar hitam setiap abis buka tiktok gitu, padahal memori di hp saya masih cukup menampung banyak data lagi tapi untuk tiktok baru 3gb udh error terus dan ini sudah terjadi ke 3× nya. tolong dong bantu kenapa bisa gini",4,aplikasinya bagus data tiktok nyampai gb ngelag ya pa buka aplikasinya stuck logo tiktoknya hp ngelag layar hitam abis buka tiktok memori hp menampung data tiktok gb error nya tolong bantu gini,2
70,"Sudah bagus aplikasinya,tapi tolong buat developernya atasi bug saat kita buka aplikasi tiktoknya cuma muncul logo tiktok dan keluar sendiri dan ada tulisan ""Tiktok terus berhenti"" ini bug ngeselin banget,Tolong buat developer atasi bug ini dong,meresahkan banget.",3,bagus aplikasinyatapi tolong developernya atasi bug buka aplikasi tiktoknya muncul logo tiktok tulisan tiktok berhenti bug ngeselin bangettolong developer atasi bug dongmeresahkan banget,1
71,"perbaiki dong bug nya ganggu bgt, baru nonton 1-3 video aja udh keluar sendiri, juga pas mau search cari sesuatu lemott bgt abis itu keluar sendiri pdhl jaringan sm penyimpanan juga msih mencukupi gajelas",1,perbaiki bug nya ganggu banget nonton video pa search cari lemott banget abis jaringan penyimpanan msih mencukupi gajelas,0
72,"Semua sudah cukup bagus, namun tolong di perbaiki sytem pada tiktoknya, setelah updet apk tiktok terkadang bisa crash/ ga bisa masuk/stuck logo, dan keluar sendiri, padahal hp masih banyak memo, dan ram nya. Tolong di perbaiki. Trima kasih",4,bagus tolong perbaiki sytem tiktoknya updet aplikasi tiktok terkadang crash masukstuck logo hp memo ram nya tolong perbaiki trima kasih,2
73,"Perbaiki lagi kak fiturnya.. 🥲 setelah di perbarui kok sering banget disuruh login ulang trus, ada notif ""Jangan lewatkan apapun di tiktok ! Izinkan notifikasi untuk mendapatkan info terbaru terkait suka, komentar, video terbaru dn lain"" ,muncull truss setiap scroll video kak. 🥹 Video nya juga keulang"" kak, malah jadi ngelag. 🥲🥲",2,perbaiki kak fiturnya perbarui banget disuruh login ulang trus notifikasi lewatkan apapun tiktok izinkan notifikasi info terbaru terkait suka komentar video terbaru dn muncull truss scroll video kak video nya keulang kak ngelag,0
74,"kecewa sm tiktok,pas mau login pake nomor hp tidak bisa padahal nomer udh bener,""kunjungan terlalu sering"" tolong perbaikannya!,di bio nya jadi muncul tiktok studio padahal ga ikuti apa apa, translate nya suka ilang sendiri,tiktok makin aneh!,tolong perbaiki lah setiap mau posting ulang tetep gabisa,padahal sinyal bagus,memori juga masih banyak,ini bug apa gimana ya tiktok?tolong lah ...segera di perbaiki bug nya!! makin anehh!!",1,kecewa tiktokpas login pake nomor hp nomer benerkunjungan tolong perbaikannyadi biodata nya muncul tiktok studio ikuti translate nya suka ilang sendiritiktok anehtolong perbaiki mengunggah ulang tetep gabisapadahal sinyal bagusmemori banyakini bug gimana ya tiktoktolong perbaiki bug nya anehh,0
75,Sangat tidak rekomendasi bagi pengguna yg kurang maksimal terkoneksi jaringan di daerah pelosok seperti saya. Aplisakasi sangat berat untuk upload vt saja bisa 1 jam lebih belum juga terupload. Beda jauh dengan fb file lebih besarpun bisa dgn cepat terupload. Apalagi untuk live perlu benar benar koneksi jaringam stabil...,1,rekomendasi pengguna yg maksimal terkoneksi jaringan daerah pelosok aplisakasi berat upload vt jam terupload beda facebook file besarpun cepat terupload live koneksi jaringam stabil,0
76,"Bug, lag, ga bisa di buka, nonton vidio nya patah-patah, ga seperti dulu... seharunya semakin di update semakin bagus lancar tanpa masalah tapi kok ini makin buruk aja ga seperti aplikasi sebelah hedeh aplikasi makin update makin buruk.... INI MASIH UNTUNG SAYA KASIH BINTANG DUA!!!!",1,bug lag buka nonton vidio nya patahpatah seharunya update bagus lancar buruk aplikasi sebelah hedeh aplikasi update buruk untung kasih bintang,0
77,"Tolong lah video yang sudah di like dan yang sudah di tonton jangan keluar lagi,, macem nggak ada video yang lain aja, uda gitu bug nya di perbaiki lagi, enak² nonton malah kembali, Untuk masalah jaringannya tolong di tingkatkan lagi, kecepatan 400kb/dtk masa di bilang jaringan tidak stabil, developer sehat, 400kb/dtk itu bisa nonton YouTube 720p, bisa² nya di bilang koneksi jaringan tidak stabil",1,tolong video menyukai tonton macem video uda bug nya perbaiki enak nonton jaringannya tolong tingkatkan kecepatan kbdtk bilang jaringan stabil developer sehat kbdtk nonton youtube nya bilang koneksi jaringan stabil,0
78,"Kenapa sih tiktok setelah diupdate makin banyak problem, kaya ga bisa dibuka sama sekali aplikasinya, ngelag di logo terus, padahal sebelum diupdate ga pernah sama sekali seperti itu, selain ngelag di logo pembuka, imbasnya ke hp pengguna juga seperti saya, hp jadi ikutan ngelag. Tolong untuk diperbaiki agar pengguna nyaman dan sama"" memberikan feedback, terimakasih.",2,sih tiktok diupdate problem kaya dibuka aplikasinya ngelag logo diupdate ngelag logo pembuka imbasnya hp pengguna hp ikutan ngelag tolong diperbaiki pengguna nyaman feedback terimakasih,0
79,"Seru bikin demen liat sekali eee Mala lanjut terus sampai gak liat koata udah habis 😄, Ada hal buruk nya juga sih bug nya banyak contoh bug : kadang gak bisa di pencet , ada lagi tombol buat simpan hilang pokok nya banyak deh.. Ini tolong ya... Developer nya sementara aku kasih (4)★ dulu , terimakasih 💖",4,seru bikin demen liat eee mala liat koata habis buruk nya sih bug nya contoh bug kadang pencet tombol simpan hilang pokok nya deh tolong ya developer nya kasih terimakasih,2
80,"Tolong min di perbaiki lagi bugnya, masih banyak yg belum ke perbaiki. Tiap video yang diposting ulang hilang fiturnya gk jalan, gk bisa di like dengan alasan video telah dihapus, dan masih banyak yg lain. Pls min tolong diperkaiki lagi bugnya masih kebanyakan.",2,tolong min perbaiki bugnya yg perbaiki video diposting ulang hilang fiturnya gk jalan gk menyukai alasan video dihapus yg pls min tolong diperkaiki bugnya kebanyakan,0
81,"Tiktok notif sering eror terus pas nonton live sering buat keyboard jadi eror. kemudian effect live di akunku tidak ada hanya ada mempercantik filter jadul. Sudah lama laporkan masalah effect live namun tidak ada perbaikan sama sekali. Lalu terlalu banyak batasan musik pada konten padahal di akun lain bisa pake musik yang pernah saya gunakan namun hanya punya saya yang di mute? Jadi, percuma menyediakan beberapa musik tapi ga semua bisa pakai.",1,tiktok notifikasi eror pa nonton live keyboard eror effect live akunku mempercantik filter jadul laporkan effect live perbaikan batasan musik konten akun pake musik mute menyediakan musik pakai,0
82,"Ini tiktok kenapa sih?, diupdate bukannya malah makin bagus tapi ttp aja masih suka lag, keluar sendiri pas lagi nonton, ngunduh video offline juga kdng ttp bisa ngebug dan malah lebih parahnya video yg diunduh berkurang, loadingnya lama, pdhal di app lain gk kyk gitu, iya tau semakin kesini pengguna tiktok makin banyak, tapi dengan diperbaiki bug/lag nya bukannya malah tiktok juga yg untung jadi banyak orang yg seneng dan instal lagi, tolong diperbaiki lagi ya ini bug nya sngt menganggu soalnya",2,tiktok sih diupdate bagus ttp suka lag pa nonton ngunduh video offline kdng ttp ngebug parahnya video yg diunduh berkurang loadingnya pdhal app gk kyk iya kesini pengguna tiktok diperbaiki buglag nya tiktok yg untung orang yg seneng instal tolong diperbaiki ya bug nya sngt menganggu,0
83,"Kenapa buka aplikasinya selalu mental ya, padahal sudah diupdate, sampai tiap kali mau buka aplikasi tiktoknya harus diunistal dan diinstal ulang baru bisa kebuka, tapi lama² mental lagi. Trus Bisa buka nya lewat playstore itupun harus diklik terus menerus baru kebuka.. ada yang sama kah geys?",3,buka aplikasinya mental ya diupdate kali buka aplikasi tiktoknya diunistal diinstal ulang kebuka mental trus buka nya playstore itupun diklik menerus kebuka kah geys,1
84,"ko jadi nge lag sih? ini cuma HP gw doang atau yg lain juga sama? buka tiktok, trus ngelike video dan gabisa, jadi banyak bug nya tiktok sekarang, trus juga masalah jaringan, padahal pakai wifi tapi tetap sama nge lag, aku kasih bintang satu karna ga bagus lagi, makin di update makin gajelas aja tiktok, minimal klo jaringan bagus juga tetep bagus lah, inimah padahal pakai wifi tapi tetep aja tiktok nya burik kaya TV jadul, semoga cepat di atasi bug bug yg ada di tiktok",1,ko nge lag sih hp doang yg buka tiktok trus ngelike video gabisa bug nya tiktok trus jaringan pakai wifi nge lag kasih bintang karna bagus update gajelas tiktok minimal jaringan bagus tetep bagus inimah pakai wifi tetep tiktok nya burik kaya tv jadul semoga cepat atasi bug bug yg tiktok,0
85,"Kenapa ya tiktok saya... setelah update versi terbaru saat ini, sering sekali force close atau keluar sendiri... saat asik asik nonton tau tau keluar tiba².. padahal penyimpanan saya masih cukup besar.. padahal sebelum update, tiktok saya masih aman² aja gada kasus seperti ini.. tolong ya pihak tiktok diperbaiki🙏 saya jadi merasa kurang puas dengan adanya bug force close ini..",3,ya tiktok update versi terbaru force close asik asik nonton penyimpanan update tiktok aman gada tolong ya tiktok diperbaiki puas bug force close,1
86,"apk nya sbnrnya bagus, tapi setelah di update jdi banyak bug, akunku sering log out, filter gabisa di pake padahal sblmnya bisa, filter jg gabisa di download, katanya jaringan ga stabil pdhl bagus"" aja buat main game aja ga lag, gabisa repost vid jg, klo mau normal lagi harus uninstall trs di install lagi, jadi cape kann :)) mohon di perbaiki bug nya",2,aplikasi nya sbnrnya bagus update jdi bug akunku log out filter gabisa pake sblmnya filter gabisa download jaringan stabil bagus main game lag gabisa mengunggah ulang vid normal uninstall install cape kann mohon perbaiki bug nya,0
87,"Aplikasi medsos paling ga stabil yang pernah saya pakai, klo buka video dari link orang kadang kebukanya agak lama, masih lebih stabil Instagram ketimbang tiktok, mohon untuk diperbaiki, oh ya sama untuk pengoptimalan aplikasi masih sangat kurang karena agak lag saat di dalam aplikasi",2,aplikasi medsos stabil pakai buka video link orang kadang kebukanya stabil instagram ketimbang tiktok mohon diperbaiki oh ya pengoptimalan aplikasi lag aplikasi,0
