,content,score,clean_content,sentiment
87,"versi kemarin sebelum ada perbaharuan aplikasi masih okok aja eh kemarin diperbaharui ko malah makin kacau . foto"" semua hasil editing ga bisa dibuka . setiap dibuka loading terus lama"" jadi blank kaya ngefreeze ga bisa disentuh apa"" . jadi ga bisa editing yg lain . settingan present yg udah dibikin sendiri ilang . pokonya kecewa banget . semoga cepet diperbaiki setiap bug nya . saya kasih satu dulu soalnya lg kacau lightroomnya !",1,versi kemarin perbaharuan aplikasi okok eh kemarin diperbaharui ko kacau foto hasil editing dibuka dibuka loading blank kaya ngefreeze disentuh editing yg settingan present yg dibikin ilang pokonya kecewa banget semoga cepet diperbaiki bug nya kasih kacau lightroomnya,0
88,"Plis ini Lightroom gua kenapa error' begini, padahal biasanya baik* aja nih aplikasi dipake, tapi pas gua edit lagi ada tulisan ""gagal memuat versi pengembangan"" mau di update pun gabisa! Gua baca ulasan disini rata rata juga sama kasusnya kek gua. Coba dong responnya dari pihak Lightroom",3,plis lightroom gua error aplikasi dipake pa gua mengedit tulisan gagal memuat versi pengembangan update gabisa gua baca ulasan kasusnya kek gua coba responnya lightroom,1
89,"Lr bagus, saya kasi 1 bintang dulu, soalnya kenapa 50 preset yang saya sudah di save, malah selalu hilang dengan sendirinya, tambah lagi setiap file foto yang memang sementara ada di dalam app sellu tidak tampil, buat preset sendiri sambil di save itu tidak gampang..",1,lr bagus kasi bintang preset save hilang file foto app sellu tampil preset save gampang,0
90,"Padahal super duper suka banget sama apk ini, tp kok pas di upgrade malah sulit mengexpore foto dan foto terdahulu yang sudah di edit tidak kelihatan (hitam semua) saat di klik tulisanya gagal mengedit foto.. Saya pikir hp saya, saya coba restart ttp ga bisa dan saya coba untuk uninstal dan download ulang.. Bit it's nooooot work !! I need help !!!!",2,super duper suka banget aplikasi pa upgrade sulit mengexpore foto foto mengedit hitam klik tulisanya gagal mengedit foto pikir hp coba restart ttp coba uninstal download ulang bit it nooot work need help,0
91,"dulu suka banget, sekarang enggak banget. tampilan terlalu berwarna, mau masuk apk loading nya seabad dan malahan kadang gabisa kebuka dan juga sangat³ menghambat proses saya dalam berkarya sebagai penulis, mohon untuk pihak canva kembalikan saja canva seperti dahulu kala, lebih simple tp bagus.",1,suka banget banget tampilan berwarna masuk aplikasi loading nya seabad kadang gabisa kebuka menghambat prose berkarya penulis mohon canva kembalikan canva simple bagus,0
92,"sungguh saya sangat menyukai aplikasi ini,memang pertama kali saya merasa kesulitan namun setelah saya liat tutorialnya di youtube saya pun semakin ahli menggunakan aplikasi ini,editannya bisa kita atur sendiri sesuai kemauan,poto saya pun sudah seperti efek2 selebgram-selebgram yg efeknya luar biasa bagus.thank you lightroom...",5,sungguh menyukai aplikasi inimemang kali kesulitan liat tutorialnya youtube ahli aplikasi inieditannya atur sesuai kemauanpoto efek selebgramselebgram yg efeknya bagusthank you lightroom,2
93,Mohon maaf ⭐1 dulu Tolong Segera Perbaiki Aplikasi nya!!!!!!!! Eror terus untuk yg baru instal Lightroom.. kalau di hp lain yg udah lama instal sih ga ada masalah. Tp untuk yg baru mau install ni aplikasi gabisa kebuka buka. TOLONG SEGERA PERBAIKIIIII,1,mohon maaf tolong perbaiki aplikasi nya eror yg instal lightroom hp yg instal sih tp yg install ni aplikasi gabisa kebuka buka tolong perbaikiii,0
94,"Wah iya bener, habis diupdate langsung lemot bgt , foto ga bisa dibuka, mau upload ga bisa . Ga like si , lightroom makin merosot , semakin down, semakin buruk . Udah diatas , banyak yang suka malah seenaknya, jangan seperti itu lah, kasih pengguna kenyamanan , download juga pake kuota kok.",1,iya bener habis diupdate langsung lemot banget foto dibuka upload ga like si lightroom merosot down buruk udah diatas suka kasih pengguna kenyamanan download pake kuota,0
95,Apk nya sangat bagus apalagi buat yang suka edit foto cocok bangat Pokonya di tambah lagi update terbaru tambah bagus,5,apk nya bagus suka mengedit foto cocok bangat pokonya update terbaru bagus,2
96,"Saya sering menggunakan aplikasi ini untuk mengedit foto, foto yang awalnya biasa saja jadi luar biasa. Bisa dibilang ini aplikasi terbaik buat edit foto Menurut saya. Cuma satu kurangnya, kalau bisa tambahkan juga supaya bisa edit video. Supaya bisa color grading video dan pengaturan cahaya lain nya. Saya yakin banyak orang juga menginginkan ini. Semoga para pengembang aplikasi ini mendengar kan masukkan saya. Terimakasih",5,aplikasi mengedit foto foto dibilang aplikasi terbaik mengedit foto kurangnya tambahkan mengedit video color grading video pengaturan cahaya nya orang semoga pengembang aplikasi mendengar masukkan terimakasih,2
97,Assalamualaikum Maaf Min sebelumnya. Setelah lightroom di upgrade menunya bukan malah bertambah tapi malah berkurang di bagian efek split tone nya sudah tidak ada lagi.. mohon bisa diperbaiki secepat mungkin supaya kami puas. Saya beti bintang 2 dululah,2,assalamualaikum maaf min lightroom upgrade menunya bertambah berkurang efek split tone nya mohon diperbaiki secepat puas beti bintang dululah,0
98,"Aku sangat menghargai developer untuk mendapat rating dari para pengguna nya tersebut, saya hanya bisa kasi bintang 3 karena kekurangan cuma satu! Yaitu ketika saya sudah edit cape² tapi pas di simpan malah force close hadehhh. Pas buka lagi eh ternyata hasil editan yang saya buat ternyata sudah hilang dan tidak bisa dilanjutkan. Kecewa berat sekarang update nya developer!. Padahal update sebelumnya lancar sekarang malah hancur lebur. Padahal sudah bagus banget aplikasi nya.",3,menghargai developer rating pengguna nya kasi bintang kekurangan mengedit cape pa simpan force close hadeh pa buka eh hasil editan hilang dilanjutkan kecewa berat update nya developer update lancar hancur lebur bagus banget aplikasi nya,1
99,"Waktu awal baguss. Kenapa sekarang aplikasi nya jadi jelek si. Malah pas masuk ke aplikasi nya tiba tiba mental kembali terus, dikira memori nya yg penuh, sampe hp di nonaktifin di aktifin kembali tetep aja. Langsung apus aplikasi nya. BUTUT woyy BUTUT!!!!",1,baguss aplikasi nya jelek si pa masuk aplikasi nya mental memori nya yg penuh sampe hp nonaktifin aktifin tetep langsung apus aplikasi nya butut woyy butut,0
100,"Saya bayar disini,tpi astaghfirullah mana bagus,gak ada bagusnya....gak kayak aplikasi lain yg bisa edit di cap cut. Biar bayar disana,tapi semua lengkap, jadi gak kecewa punya cap cut untuk editing video+picture. Ini aplikasi macam apa,,,,, habiskan waktu saya aja. Huff",1,bayar disinitpi astaghfirullah bagustidak bagusnyatidak kayak aplikasi yg mengedit cap cut biar bayar disanatapi lengkap kecewa cap cut editing videopicture aplikasi habiskan huff,0
101,"Saya suka sekali aplikasi ini. Mempermudahkan saya untuk mengedit foto dan video saya. alat edit foto & video yang mudah dipakai untuk menyempurnakan foto. Gunakan fitur penghapus objek, pemoles latar belakang, filter foto, dan preset untuk membuat perubahan dengan cepat agar foto, video, dan reel Anda lebih hidup. Semuanya dalam satu aplikasi. Sangat direkomendasikan 😊😊😊😊😊😊",5,suka aplikasi mempermudahkan mengedit foto video alat mengedit foto video mudah dipakai menyempurnakan foto fitur penghapus objek pemoles latar filter foto preset perubahan cepat foto video reel hidup aplikasi direkomendasikan,2
102,"Aplikasi edit terbaik versi saya dan juga saya yakin juga terbaik bagi orang² yang paham aplikasi ini. Selama ga gaptek n paham cara kerja sistem Lr pasti ga bakal ada kehilangan preset, error dll. Saya sudah pakai Lr dari 2018 dan ga pernah sekalipun kehilangan preset atau masalah lainnya. So, jangan nyalahin developer Lr kalo ada eror dll, ini murni kegaptekan kalian aja.",5,aplikasi mengedit terbaik versi terbaik orang paham aplikasi gaptek paham kerja sistem lr kehilangan preset error dll pakai lr kehilangan preset so nyalahin developer lr eror dll murni kegaptekan,2
103,"Update-an terbaru membuat lightroom memberi pengalaman yang sangat jelek dalam menggunakannya. Versi terjelek yang pernah saya gunakan. Banyak bug, masalah disana sini, hasil editan gagal di simpan dan semakin berat.",1,updatean terbaru lightroom pengalaman jelek menggunakannya versi terjelek bug disana hasil editan gagal simpan berat,0
104,"Aplikasi yg sangat membantu editing,,hanya kenapa sekarang LR suka berhenti atau keluar sendiri secara tiba-tiba saat sedang proses editing,,? itu sangat mengganggu kenyamanan pengguna,tolong untuk di tingkatkan lagi aplikasinya ini",5,aplikasi yg membantu editinghanya lr suka berhenti tibatiba prose editing mengganggu kenyamanan penggunatolong tingkatkan aplikasinya,2
105,"Mau Update ke Premium aja gk bisa, ""ada kesalahan, Coba lagi beberapa saat"" Preeeeet, udh berkali-kali gw coba masih gk bisa. Apk Lightroom belum maksimal nih boss. Coba di betulin lg biar gw tambah bintangnya. Gw tunggu Update terbaru nih apps.",1,update premium gk kesalahan coba preeet berkalikali coba gk apk lightroom maksimal bos coba betulin bintangnya gw tunggu update terbaru apps,0
106,"awal awal saya pakai Lightroom ini sangat bagus hasilnya sangat memuaskan, tetapi jeda beberapa bulan pas dipakai sudah selesai mau dipindah galeri kenapa loadingnya lama banget, kadang pas loading malah keluar keluar sendiri... tolong perbaiki lagi🙏",4,pakai lightroom bagus hasilnya memuaskan jeda pa dipakai selesai dipindah galeri loadingnya banget kadang pa loading tolong perbaiki,2
107,"Menurut aku apl ini bantu banget,apalagi bwt yang suka ngedit foto,atau temen nya minta tolong editin foto,krna hsil fotonya jadi lebih keren,jadi kaya punya efek tersendiri gitu,dan kita bisa atur tu efeknya mau gimana,,dan gambarmyapun jadi lbih jelas,hehe,itu tanggapan ak sih,kalo kalian gimana?",5,apl bantu bangetapalagi bwt suka ngedit fotoatau temen nya tolong editin fotokrna hsil fotonya kerenjadi kaya efek tersendiri begitudan atur tu efeknya gimanadan gambarmyapun lbih jelasheheitu tanggapan ak sihkalau gimana,2
108,"App ini bagus si keren. sesimpelnya menambah preset dari raw. kok kenapa ya notif Lr jadi ""to add ing foto"" nah masalahnya akhir2 ini fotonya nambah nambah sendiri... klo 3 foto ngak masalah ya' tapi ini mau 150an foto lebih ya kena add. tolong diperbaiki! sementara bintang 3 dlu:(",3,app bagus si keren sesimpelnya menambah preset raw ya notif lr to add ing foto fotonya nambah nambah foto ngak ya an foto ya kena add tolong diperbaiki bintang dlu,1
109,"Wahh saya sangat suka apk ini, selain editan nya bagus... Apk ini juga bisa mencadangkan foto dan video, mksh ya yang sudah buat apk ini saya sangat suka sekali... Tapi saya yang kecewa nya tidak bisa di buat/ ngedit video padahal editan di Lightroom filter nya bagus² sekali, sampai di sini dulu ya nanti kalau bisa ngedit buat video aku kasih bintang 5, mohon di perbaiki ya mksh.",4,wahh suka aplikasi editan nya bagus apk mencadangkan foto video mksh ya aplikasi suka kecewa nya ngedit video editan lightroom filter nya bagus ya ngedit video kasih bintang mohon perbaiki ya mksh,2
110,Aplikasinya keren tapi ketika saya coba ngedit ko beda sama yang di tutorial kan ya.. Dan tutorialnya cuman sedikit efeknya pun sedikit tapi ada yang bagus filter nya ada yang gak bagus sekian terimakasih......,4,aplikasinya keren coba ngedit ko beda tutorial ya tutorialnya cuman efeknya bagus filter nya bagus sekian terimakasih,2
111,Saya suka apk ini. Membatu saya untuk mengedit foto dengan bagus. Sangat disayangkan. Ketika ada pembaharuan/update apk. Selalu apk yang lama tidak bisa digunakan lagi.! Sebaiknya masi bisa digunakan sementara. Sekiranya memori internal tdak cukup untuk update. Saya tidak bisa editing lg dengan apk ini,4,suka aplikasi membatu mengedit foto bagus disayangkan pembaharuanupdate aplikasi aplikasi masi memori internal tdak update editing aplikasi,2
112,"Saya kasih tau nih, bikin preset nga mudah trus kenapa lightroom dengan mudahnya menghilangkan preset saya, padahal sudah saya save saya bolak balik hapus data trus login akun lagi berharap preset balik hasilnya nihil. KOCAKKKK!!",2,kasih bikin preset nga mudah trus lightroom mudahnya menghilangkan preset save bolak hapus data trus login akun berharap preset hasilnya nihil kocakk,0
113,"Sangat bagus🤤👌 semua perbandingan fto yg di edit dengan yg belom di edit sangat beda 80% jauh lebih bagus, bahkan kalo pandai mengedit mungkin sama dengan hasil tangkapan lens camera yg profesional, pokoknya perfect deh😚👌 eh iya saran untuk apk ini kalo bisa untuk log in nya itu keknya terlalu ribet deh😄🙏",5,bagus perbandingan fto yg mengedit yg mengedit beda bagus pandai mengedit hasil tangkapan lens camera yg profesional pokoknya perfect deh eh iya saran aplikasi log in nya keknya ribet deh,2
114,"Aplikasi paling mengecewakan, minta untuk di-update setelah di update sellalu muncul ""gagal memuat versi pengembangan"" lalu minta update lagi dan di-update lagi malah semua foto dan preset yang saya punya hilang total semuanya dan GX bisa dikembalikan lagi. Sumpah bener"" kecewa kali sama apk ini setelah ini saya pastikan saya uninstall ini apk.",1,aplikasi mengecewakan diupdate update sellalu muncul gagal memuat versi pengembangan update diupdate foto preset hilang total gx dikembalikan sumpah bener kecewa kali aplikasi pastikan uninstall aplikasi,0
115,"tidak bisa dipakai, ini kedua kalinya saya download lightroom dan selalu saja jika ingin memasukkan foto/membuat album selalu tidak bisa, loadingnya sangat lamaaaaa sekali saat ingin import foto, dan kemudian selalu muncul tulisannya ""failed to import"" atau ""failed to create album"" , padahal jaringan saya sangat bagus dan penyimpanan ponsel saya tidak penuh, tolong diperbaiki, saya sangat kecewa, padahal saya benar2 excited ingin memakai aplikasi ini.",1,dipakai kalinya download lightroom memasukkan fotomembuat album loadingnya lamaaa import foto muncul tulisannya failed to import failed to create album jaringan bagus penyimpanan ponsel penuh tolong diperbaiki kecewa excited memakai aplikasi,0
116,"Baru aja di instal mau import foto ga bisa, udah pake ip 7 bray ttp ga support, bahkan coba instal di pc juga ha support buat import foto, kesalahan bukan di hp atau pc tapi dari app nya sendiri, kalo failed import foto harusnya cmn sekali atau 2 kali tapi ini berkali2 di coba ga bisa, snapseed aja yang ribet banget dipake bisa import/export foto wlwpun loading lama, bahkan dulu banget pertama2 pake vsco jaman dulu itu vsco lamanya setengah mati kalo masalh import/export foto tapi ttp mau tapi mau di coba berkali2 pun ga bisa, masih mau bilang kesalahan di hp yang ga bagus? Gw pake ip 7 dan instal di pc toshiba btw",1,instal import foto pake ip bray ttp support coba instal pc ha support import foto kesalahan hp pc app nya failed import foto cmn kali berkali coba snapseed ribet banget dipake importexport foto wlwpun loading banget pake vsco jaman vsco mati masalh importexport foto ttp coba berkali bilang kesalahan hp bagus gw pake ip instal pc toshiba btw,0
117,"Size apk'nya terlalu besar bisa 500MB lebih, tolonglah bisa diringankan sedikit kasihan dengan pengguna lain yang memiliki hp dengan memori yang dikit. Secara penggunaan dan hasil editnya saya suka.. tolong kebijakannya 😉",3,size aplikasinya mb tolonglah diringankan kasihan pengguna memiliki hp memori dikit penggunaan hasil editnya suka tolong kebijakannya,1
118,Aplikasi ini bagus.tapi karena hampir semua fiturnya harus premium jadi saya unistall lagi.untuk teman² yg mau edit foto maupun video yg ngga bisa berlangganan harap cari aplikasi lain aja karena hampir semua fiturnya harus premium.saran saya untuk aplikasi ini sediakan iklan untuk alternatif langganan premium,2,aplikasi bagustapi fiturnya premium unistall lagiuntuk teman yg mengedit foto video yg ngga berlangganan harap cari aplikasi fiturnya premiumsaran aplikasi sediakan iklan alternatif langganan premium,0
119,Game ini sangat bagus. Dari kontrolnya dan alur cerita mudah dipahami. Desain karakter yang sangat menawan dan berbagai macam skill yang bisa digunakan untuk melawan musuh. Banyak pilihan server dengan koneksi yang stabil. Dan yang terpenting game ini tidak terlalu Pay To Win. Semua player setara. Semoga update selanjutnya bisa lebih meningkatkan grafik dan tambahan karakter dan juga jangan lupa untuk berkolaborasi dengan nekopoi.,5,game bagus kontrolnya alur cerita mudah dipahami desain karakter menawan skill melawan musuh pilihan server koneksi stabil terpenting game pay to win player setara semoga update meningkatkan grafik tambahan karakter lupa berkolaborasi nekopoi,2
